pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_ALZHEIMERS_DISEASE,0.08828250401284109,0.30163188871054036,0.19002330527910832,0.4518322879797751,1.515294835606909,22,
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,0.0378371596343665,0.1936885865457294,0.3217759180753611,0.5897406733038953,1.7317201453777016,14,
KEGG_APOPTOSIS,0.539568345323741,0.6240103740103741,0.0847985102819124,-0.32485384371725246,-0.904796061987695,10,
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.4176904176904177,0.605094537815126,0.10099058745592349,-0.3428391277873651,-1.0194137565222248,13,
KEGG_CALCIUM_SIGNALING_PATHWAY,0.007939040808208713,0.08137516828413931,0.3807304007227924,0.6641212561039477,1.8584602870085067,12,
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.547911547911548,0.6240103740103741,0.08528846897905017,-0.3026896332277097,-0.9000313880753193,13,
KEGG_CELL_CYCLE,0.4606741573033708,0.605094537815126,0.07200331366198796,0.29662927888232093,0.9947956937515321,22,
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.42207792207792205,0.605094537815126,0.07707367349441024,0.3238760007758416,1.0469141739925827,19,
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.19806763285024154,0.5141693811074918,0.15315880868307333,-0.4734595803659358,-1.3560042622223076,11,
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.026728451826491945,0.1826444208143616,0.35248785758361917,-0.6231953842769339,-1.7357489851142314,10,
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.23261390887290168,0.5141693811074918,0.13959967345192228,-0.4457410428788509,-1.241495977539064,10,
KEGG_ENDOCYTOSIS,0.2286634460547504,0.5141693811074918,0.11237851911047504,0.37633153411188525,1.255250440294491,21,
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.9078947368421053,0.9078947368421053,0.04115440187899028,0.18148073335933024,0.5745171647508946,18,
KEGG_FOCAL_ADHESION,0.5443645083932853,0.6240103740103741,0.08431443206426534,-0.3219330525864652,-0.8966609564190348,10,
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.24829931972789115,0.5141693811074918,0.11056471633661853,0.4547326731174966,1.2465118536225577,11,
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.42735042735042733,0.605094537815126,0.07913166517683488,0.38490253251443773,1.0280918577040463,10,
KEGG_HUNTINGTONS_DISEASE,0.16639741518578352,0.5141693811074918,0.13500203382863138,0.3823285519727692,1.3367856940604594,27,
KEGG_INSULIN_SIGNALING_PATHWAY,0.44098360655737706,0.605094537815126,0.07530937641727728,0.3254215261305885,0.9994276686190887,16,
KEGG_LEISHMANIA_INFECTION,0.49033816425120774,0.6092080222515005,0.09054289484694737,-0.33185864903182655,-0.9504544024532958,11,
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.33415233415233414,0.5932475884244374,0.11524000314778066,-0.37580330387959904,-1.117430965928049,13,
KEGG_LYSOSOME,0.06655290102389079,0.24806081290722928,0.22798720285044224,0.5696732611692209,1.5941593838820198,12,
