pathway	pval	padj	log2err	ES	NES	size	leadingEdge
KEGG_ACUTE_MYELOID_LEUKEMIA	0.73444976076555	0.798713744196942	0.0686325631836726	-0.269938675702633	-0.744668608793841	10	CCNA1 NFKB1 TCF7L2
KEGG_ADHERENS_JUNCTION	0.351674641148325	0.492774807885065	0.110122263835536	-0.39364010955197	-1.08591861459836	10	SORBS1 TCF7L2 RAC1 CTNNB1 WASF2 NECTIN2 FYN
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.344743276283619	0.492774807885065	0.112843355675562	-0.390909062878519	-1.09161378791502	11	NFKBIA NFKB1 ADIPOR2 ACSL3 ACSL1 IRS2
KEGG_ALZHEIMERS_DISEASE	0.000252868575579895	0.014413508808054	0.49849310876659	0.567145942114077	2.18810201342055	35	PLCB4 MT-CO3 MT-CO2 SDHD NDUFC2 ATP5MC1 MT-CYB MT-CO1 CALM1 MT-ATP8 NDUFB7 HSD17B10 SDHA MT-ATP6
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.203237410071942	0.362016636690648	0.128142916898415	0.395308999622309	1.26438398741623	18	HSPA1A HLA-DRB1 HLA-DRA CD4 HLA-DPA1 CD74 HSPA1B RFXANK HSPA8
KEGG_APOPTOSIS	0.447004608294931	0.579074151654797	0.0931454575337804	-0.337244092576757	-0.977546759098912	12	NFKBIA CHP1 NFKB1
KEGG_AXON_GUIDANCE	0.15742397137746	0.320470227446972	0.147331213699377	0.444908904895273	1.36889426504227	15	DPYSL2 CFL1 SEMA3A
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0244781431655848	0.126841287312576	0.352487857583619	-0.602462693258034	-1.81827491111447	14	JUN NFKBIA CHP1 FOS NFKB1
KEGG_CALCIUM_SIGNALING_PATHWAY	0.00177744633058146	0.0256823024956452	0.45505986738723	0.693449331757891	2.11717306815136	14	PLCB4 HRH2 PRKCA CALM1
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.491197183098592	0.60865737905695	0.0734381410838857	0.32985815049355	0.957207024473868	12	HLA-DRB1 HLA-DRA CD4 HLA-DPA1 SPN
KEGG_CELL_CYCLE	0.0375866618117911	0.153031408805149	0.321775918075361	0.462755428283553	1.69874967329937	30	MCM5 MCM7 CDC6 HDAC1 CDK2 ORC6 RBL1 CCNE1 CHEK1 ANAPC5 PCNA YWHAB MCM4 CDC45 SMAD2 MCM2 PKMYT1 PTTG1 CCNB2
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.0719424460431655	0.184312638580931	0.224966093540314	0.477759976070169	1.52810096443196	18	PLCB4 HCK
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.311212814645309	0.492753623188406	0.115240003147781	-0.374951764513604	-1.13163087760056	14	GAB2 NFKBIA NFKB1 BCR
KEGG_COLORECTAL_CANCER	0.200460829493088	0.362016636690648	0.148261500475107	-0.45266853129499	-1.31211981307802	12	JUN FOS
KEGG_DNA_REPLICATION	0.0462328767123288	0.154862282181001	0.276500599254472	0.601266926492998	1.6392909064391	10	MCM5 MCM7 POLD3 PRIM1 PCNA MCM4 MCM2 RNASEH2C
KEGG_ENDOCYTOSIS	0.4	0.542857142857143	0.0850427463764322	0.314456000133902	1.04427053868475	21	RAB31 HSPA1A VPS25 ASAP2 HSPA1B HSPA8 AP2M1 PSD4 CBLB
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.0405313505840264	0.1540191322193	0.321775918075361	-0.613900109507758	-1.77947094009716	12	JUN CXCL8 NFKBIA NFKB1
KEGG_FATTY_ACID_METABOLISM	0.704890387858347	0.787818668782859	0.0538979025357319	0.267773214742585	0.767129110706291	11	ACAT1 ACADM ACADS ACADVL ACOX1 GCDH CPT1A
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.110915492957746	0.243160888407367	0.176694268938498	0.478866336626428	1.43304394743278	13	PRKCA PLA2G4A CFL1 HCK ASAP2
KEGG_FOCAL_ADHESION	0.28314606741573	0.47468605419696	0.120433371642259	-0.355788019410874	-1.19618522761964	22	JUN ARHGAP5
KEGG_GNRH_SIGNALING_PATHWAY	0.0228321296226506	0.126841287312576	0.352487857583619	0.633052927186183	1.81359935320341	11	PLCB4 PRKCA PLA2G4A CALM1
KEGG_HUNTINGTONS_DISEASE	0.00117731706095857	0.0256823024956452	0.45505986738723	0.553164007423829	2.17373638942367	37	PLCB4 MT-CO3 MT-CO2 SDHD NDUFC2 ATP5MC1 MT-CYB MT-CO1 HDAC1 MT-ATP8 NDUFB7
KEGG_INSULIN_SIGNALING_PATHWAY	0.655629139072848	0.747417218543046	0.0702812841717392	-0.253121888416039	-0.823201149396197	19	PDE3B
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.435483870967742	0.577269317329332	0.0946646223153342	-0.340926367384541	-0.988220321315992	12	ARHGAP5 ICAM1 PXN RAC1 RAP1B CTNNB1
KEGG_LONG_TERM_POTENTIATION	0.00832167743819277	0.0592919517471235	0.380730400722792	0.679473736735166	1.97174765205969	12	PLCB4 PRKCA CALM1
KEGG_LYSOSOME	0.0831858407079646	0.189663716814159	0.206587922696891	0.499382788724075	1.5246676902907	14	SORT1 ATP6V0B IGF2R
KEGG_MAPK_SIGNALING_PATHWAY	0.0776053215077605	0.184312638580931	0.241339976815091	-0.39774294425346	-1.52335683705461	36	JUN DUSP1 DUSP10 NFKB2 JUND CHP1 FOS NFKB1 DDIT3 NR4A1 RASGRP3 RELB
KEGG_MELANOGENESIS	0.00225283355224958	0.0256823024956452	0.431707695803346	0.731029333242351	2.09428670021951	11	PLCB4 PRKCA CALM1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.849557522123894	0.880450522928399	0.0475434194201301	0.209589826860624	0.639899580929649	14	PRKCA FCER1G RAC2 CD244
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.465168539325843	0.589213483146067	0.0894366833718621	-0.295499254838787	-0.993490011260243	22	JUN NFKBIA NFKB1 BEX3 RAPGEF1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.0489038785834739	0.154862282181001	0.266350657088526	0.57410763253694	1.64473014233756	11	DDB2 ERCC2 POLD3 XPA PCNA ERCC5 DDB1
KEGG_OOCYTE_MEIOSIS	0.174067495559503	0.342132663685919	0.13880510939114	0.422051937274283	1.32296283527145	16	CALM1 CDK2 CCNE1 PPP1CA ANAPC5 YWHAB PKMYT1 PTTG1 CCNB2 CALM2 PPP1CC
KEGG_OXIDATIVE_PHOSPHORYLATION	0.00222390631503148	0.0256823024956452	0.431707695803346	0.519311710021036	2.02944020165821	36	MT-CO3 MT-CO2 SDHD ATP6V0B MT-ND1 NDUFC2 MT-ND4 ATP5MC1 MT-CYB MT-CO1 MT-ATP8 NDUFB7 MT-ND5 SDHA MT-ATP6 NDUFA9
KEGG_P53_SIGNALING_PATHWAY	0.187610619469027	0.35646017699115	0.132846300606183	0.434961373907921	1.32798239806435	14	DDB2 RRM2 CDK2 STEAP3 CCNE1 CHEK1
KEGG_PANCREATIC_CANCER	0.948630136986301	0.948630136986301	0.0409883873374721	0.203765302961781	0.555544623319551	10	RAD51 RAC2 SMAD2 CDK4 CHUK PIK3R5
KEGG_PARKINSONS_DISEASE	0.00329045704978821	0.031259341972988	0.431707695803346	0.533213418696822	2.04144620682808	34	MT-CO3 MT-CO2 SDHD UBA1 MT-ND1 NDUFC2 MT-ND4 ATP5MC1 MT-CYB MT-CO1 MT-ATP8 NDUFB7 MT-ND5 SDHA MT-ATP6 NDUFA9
KEGG_PATHWAYS_IN_CANCER	0.136465324384788	0.288093462590107	0.179782316298324	-0.34341493135509	-1.37298715054551	42	JUN CXCL8 CCNA1 NFKBIA NFKB2 FOS NFKB1
KEGG_PROSTATE_CANCER	0.742663656884876	0.798713744196942	0.0652353056017703	-0.242030293452483	-0.741331823720631	15	NFKBIA NFKB1 TCF7L2 CREB5
KEGG_PROTEASOME	0.33220910623946	0.492774807885065	0.0922597260527354	0.388555055829068	1.11315052450309	11	PSMB5 PSMD4 PSMB8 PSME2 PSMA5 PSMC3 PSMD13 PSME1 PSMC5
KEGG_PURINE_METABOLISM	0.324770642201835	0.492774807885065	0.0985499803531691	0.31898869078196	1.12485946752167	25	PDE4D NME2 RRM2 POLD3 ITPA PRIM1 POLR1B POLR2J NUDT5 ADSL ENTPD6
KEGG_PYRIMIDINE_METABOLISM	0.272232304900181	0.470219435736677	0.108820126769161	0.378805292352512	1.19948324083312	17	NME2 RRM2 POLD3 ITPA PRIM1 POLR1B POLR2J ENTPD6 TYMS
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.631294964028777	0.734363529584496	0.0621124188949471	0.255691120219789	0.843298413488108	20	PFN1 CFL1 PPP1CA RAC2 CSK PPP1CC ACTB SSH2 PIK3R5 TIAM2
KEGG_RENAL_CELL_CARCINOMA	0.0669856459330144	0.184312638580931	0.271288554688953	-0.596734866348561	-1.6461876816499	10	JUN RAPGEF1 EGLN1 RAC1 RAP1B VHL
KEGG_RIBOSOME	0.0696629213483146	0.184312638580931	0.257206466468838	-0.470296604288241	-1.58117142780913	22	RPL34 RPS24 RPL37 RPL32 RPL9 RPS3A RPL39 RPL7 RPL11 RPS28 RPL38 RPS4X RPL35A RPS27 RPL31 RPL22L1 RPS8
KEGG_RNA_DEGRADATION	0.51541095890411	0.62507286505392	0.0696133438850965	0.343357684696809	0.93612854021835	10	DCPS LSM6 LSM4 ENO1 EXOSC1
KEGG_SMALL_CELL_LUNG_CANCER	0.794930875576037	0.839093701996928	0.0629394692018967	-0.240763708838503	-0.697885562606688	12	NFKBIA NFKB1
KEGG_SPLICEOSOME	0.0755395683453237	0.184312638580931	0.219250346703755	0.474960214347775	1.51914601047503	18	HSPA1A MAGOHB LSM6 USP39 SNRPD1 HSPA1B HSPA8 SNRPA LSM4 SF3A3 PRPF3 EIF4A3
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.0774487471526196	0.184312638580931	0.245041785430996	-0.52439077376382	-1.62473947554172	16	H2BC21 H2BC8 H2BC5 H3-3B H2AC6
KEGG_TIGHT_JUNCTION	0.897887323943662	0.913921026156942	0.044774889329693	0.203298814498349	0.60838717060288	13	PRKCA EPB41L2
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0119200978911258	0.0754939533104631	0.380730400722792	-0.677981851450728	-1.96522037361616	12	JUN CXCL8 NFKBIA FOS NFKB1 TICAM1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.0339086667708156	0.148676461995115	0.321775918075361	-0.564933970843315	-1.75035597387735	16	JUN NFKBIA CHP1 FOS NFKB1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.302654867256637	0.492753623188406	0.100633389423036	0.379169723005475	1.15764467429883	14	DDB2 UBA1 BRCA1 ANAPC5
