pathway,pval,padj,log2err,ES,NES,size,leadingEdge
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,0.7915966386554621,0.8627513926919081,0.048408761881695135,0.2580513858116426,0.7033635471799132,10,
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME,0.8226351351351351,0.8768748143748143,0.04688198568783333,0.23540341154491073,0.6579854025064384,11,
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,0.23690773067331672,0.6560363916434004,0.14122511964253093,-0.4202216170228683,-1.2883240267561984,13,
WP_5Q35_COPY_NUMBER_VARIATION,0.6633499170812603,0.7943819994676822,0.05594285930657051,0.259203700992808,0.8034508601586289,15,
WP_ADIPOGENESIS,0.37185929648241206,0.6560363916434004,0.10968406197054928,-0.3172255838557305,-1.046761958470932,16,
WP_ALZHEIMER_39_S_DISEASE,0.10396039603960396,0.5132275132275131,0.17669426893849804,0.44675667560055565,1.5087789885113805,20,
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,0.10396039603960396,0.5132275132275131,0.17669426893849804,0.44675667560055565,1.5087789885113805,20,
WP_AMINO_ACID_METABOLISM,0.8034398034398035,0.8659295659295659,0.06553210292824141,-0.2315989847715736,-0.6677591441089373,10,
WP_AMP_ACTIVATED_PROTEIN_KINASE_SIGNALING,0.7433333333333333,0.8327826258860742,0.050908286551510536,0.24929990312014372,0.745470427256958,14,
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,0.9444444444444444,0.964327485380117,0.040411448203437554,0.16489688282360657,0.5197365756094935,17,
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.43414634146341463,0.6560363916434004,0.09821233512174378,-0.33025695976674435,-0.9693905620468849,11,
WP_APOPTOSIS,0.10473815461346633,0.5132275132275131,0.21925034670375515,-0.5010555732506968,-1.5361464227668324,13,
WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.3768844221105528,0.6560363916434004,0.10882012676916121,-0.315451567218887,-1.0409081647555207,16,
WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.14646464646464646,0.6076154279279279,0.1847064712077387,-0.4697071094966801,-1.3991109004922722,12,
WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING,0.45707070707070707,0.6560363916434004,0.09721508088464663,-0.3199422431113038,-0.9530080997595324,12,
WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,0.1254125412541254,0.5529552955295529,0.1596467019199062,0.5001654308500768,1.4425524145753277,12,
WP_BREAST_CANCER_PATHWAY,0.8722689075630252,0.9097858498238005,0.04397592780263451,0.22736850199234612,0.6197320567580709,10,
WP_BURN_WOUND_HEALING,0.06388206388206388,0.5132275132275131,0.28201335001172506,-0.6079926449029734,-1.7529983932588036,10,
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.21052631578947367,0.6560363916434004,0.15114876138548375,-0.39844318329894823,-1.2828065018647592,15,
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,0.7445378151260504,0.8327826258860742,0.051218434854034045,0.26944645691178004,0.7344227782867371,10,
WP_CELL_CYCLE,0.45990180032733224,0.6560363916434004,0.07307443991269867,0.28360577730853853,0.9773763350513183,21,
WP_CHEMOKINE_SIGNALING_PATHWAY,0.28807947019867547,0.6560363916434004,0.09957912004959042,0.37426423751673465,1.1713909698825964,16,
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,0.7469287469287469,0.8327826258860742,0.06911984565510101,-0.24372603586309455,-0.7027245359711962,10,
WP_CILIARY_LANDSCAPE,0.9933993399339934,0.9933993399339934,0.03714792211372885,0.09981501656835695,0.36967325335220963,29,
WP_CILIOPATHIES,0.40336134453781514,0.6560363916434004,0.08130273453844984,0.37219840035620716,1.0144909174032424,10,
WP_CIRCADIAN_RHYTHM_GENES,0.10049019607843138,0.5132275132275131,0.22205604614524838,-0.46458934385765943,-1.563465436019957,17,
WP_CKAP4_SIGNALING_PATHWAY_MAP,0.7693602693602694,0.8480448423630242,0.0497903187820785,0.2300027630225909,0.7249430455393049,17,
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,0.4504201680672269,0.6560363916434004,0.0755015292281669,0.35723350253807107,0.9737015080402864,10,
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY,0.06265664160401002,0.5132275132275131,0.2878571172551493,-0.5354820005533508,-1.724009396406206,15,
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,0.010302330680658752,0.24983151900597472,0.3807304007227924,-0.6747486634812755,-2.068658250718342,13,
WP_CYTOSOLIC_DNA_SENSING_PATHWAY,0.45885286783042395,0.6560363916434004,0.09624060232812902,-0.3075404269169003,-0.9428637298645672,13,
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,0.8631756756756757,0.9097858498238005,0.04468543976441472,0.22285548494151022,0.6229121956970097,11,
